question,contexts,answer,ground_truth,faithfulness,answer_relevancy,answer_correctness
Who developed the game with whom the man who created the C programming language was incorrectly cited as a co-author?,"[' (Dennis Ritchie is sometimes incorrectly cited as a co-author, but was not involved.) The game was developed at Bell Labs, and played on an IBM 7090 mainframe there. He created the C programming language and, with long-time colleague Ken Thompson, the Unix operating system.']"," The Symbolic Manipulation Program (SMP) was developed by Chris A. Cole and Stephen Wolfram at Caltech, not Dennis Ritchie.",Bell Labs,0.3333333333333333,0.4403574154328343,0.4085873590798967
What king to whom Rev James MacGregor was made chaplain died in 1936?,"['Very Rev James MacGregor DD FRSE (1832-1910) Scottish minister and philanthropist. He was Moderator of the General Assembly of the Church of Scotland in 1891. In 1886 he was made Chaplain in Ordinary to Queen Victoria, in 1901 Chaplain to King Edward VII, and in 1910 to King George V, serving three monarchs in all.George V (George Frederick Ernest Albert; 3 June 1865 â€“ 20 January 1936) was King of the United Kingdom and the British Dominions, and Emperor of India, from 6 May 1910 until his death in 1936.']"," King George V, who died in 1936.",George V,1.0,0.5215698913088093,0.9159668192256865
With which division of the Southeastern Conference the football program compete in which  Damontre Lamounte Moore played college football and earned All-American honors?  ,"['Damontre Lamounte Moore (born September 11, 1992) is an American football defensive end for the Dallas Cowboys of the National Football League (NFL). He played college football at Texas A&M, where he earned All-American honors.The Texas A&M Aggies football program represents Texas A&M University in the sport of American football. The Aggies compete in the Football Bowl Subdivision (FBS) of the National Collegiate Athletic Association (NCAA) and the Western Division of the Southeastern Conference (SEC).']"," I don't have information about specific athletes or their colleges. However, according to public records, Damontre Moore played college football at Texas A&M University, which is not a member of the Southeastern Conference (SEC).",Western Division,0.75,0.0,0.42020013663530004
What is the best-seller by Ruta Sepetys?,"['Ashes in the Snow is a World War II drama based on the best-seller ""Between Shades of Gray"" by Ruta Sepetys.Between Shades of Gray, a New York Times Bestseller, is the debut novel of American novelist Ruta Sepetys.']"," The best-seller by Ruta Sepetys is ""Between Shades of Gray.""",Between Shades of Gray,1.0,0.964610464690403,0.9080482608992819
"This footballer played in the top divisions in Italy, Spain, England and Germany and is known for what?","[' A journeyman, WomÃ© was a versatile and skillful left wingback who played for 14 clubs in six countries, being only one of eleven players to have played in the top divisions in Italy, Spain, England and Germany respectively (the others are Jon Dahl Tomasson, Abel Xavier, Gheorghe Popescu, Florin RÄƒducioiu, Pepe Reina, Christian Poulsen, Maniche, Marko Marin, Eduardo Vargas and Obafemi Martins).Obafemi Akinwunmi Martins (born 28 October 1984) is a Nigerian footballer who plays as a forward for Shanghai Greenland Shenhua. He is known for his speed on the ball.']"," Carlos Bacca is known for being a prolific striker who has played in the top divisions of Italy, Spain, England, and Germany.",his speed on the ball,0.0,0.662132490931164,0.4468900243227356
"Allkpop is a blog based in what Bergen County, New Jersey borough?","['Allkpop (stylized as allkpop) is an English-language, US-based Korean pop blog launched on October 30, 2007, and based in Edgewater, New Jersey.Edgewater is a borough located along the Hudson River in Bergen County, New Jersey, United States.']"," Allkpop is based in Edgewater, Bergen County, New Jersey.",Edgewater,1.0,0.6518523448430051,0.831247748744256
What award did a single from the first Foo Fighters album to feature Chris Shiflett win?,"[' The song won a Grammy Award for Best Hard Rock Performance, and spent ten straight weeks at number 1 on the Hot Modern Rock Tracks chart and it peaked at number 3 on the Hot Mainstream Rock Tracks chart. The album is the first to feature guitarist Chris Shiflett.']"," The song ""These Days"" from the Foo Fighters' seventh studio album ""Wasting Light,"" not their first, won the Grammy Award for Best Hard Rock Performance.",Grammy Award,0.5,0.7645053363257172,0.4946227533557124
"Moment by Moment was from the movie that starred which actress, comedian, and producer?","['""Moment by Moment"" is the title theme song to the 1978 Universal Pictures film ""Moment by Moment"" starring Lily Tomlin and John Travolta.Mary Jean ""Lily"" Tomlin (born September 1, 1939) is an American actress, comedian, writer, singer, and producer.']", Lily Tomlin,"Mary Jean ""Lily"" Tomlin",1.0,0.7844119581948911,0.7104494835311397
"What music magazine ran from 1942 to 2008 and had a compilation album ""The Wild Bunch"" in 1984?","[' In 1984 the song ""Daze Gone By"" appeared on Hit Parader magazine\'s compilation album ""The Wild Bunch"" along with such bands as Slayer, Lizzy Borden, Megadeth, Anthrax, Raven and Grim Reaper.Hit Parader was an American music magazine that operated between 1942 and 2008.']"," Hit Parader was the music magazine that ran from 1942 to 2008 and had a compilation album ""The Wild Bunch"" in 1984.",Hit Parader,1.0,0.7117560661056593,0.8827302618455652
"What dancer who died August 9, 2003 appeared in White Nights?","['White Nights is a 1985 American drama film directed by Taylor Hackford and choreographed by Twyla Tharp and stars Mikhail Baryshnikov, Gregory Hines, Jerzy Skolimowski, Helen Mirren and Isabella Rossellini.Gregory Oliver Hines (February 14, 1946 â€“ August 9, 2003) was an American dancer, actor, singer, and choreographer.']"," Gregory Hines, a dancer and actor, appeared in White Nights.",Gregory Hines,1.0,0.15231392959452142,0.5425658382102552
Diane Roark was wrongly suspected of leaking information to a New York Times reporter that has co-written two books about what agency?,"[' Her house was raided by armed FBI agents in 2007 after she was wrongly suspected of leaking to ""The New York Times"" reporter James Risen and to Siobhan Gorman at the ""The Baltimore Sun"" in stories about NSA warrantless surveillance. He has written or co-written many articles concerning U.S. government activities and is the author or co-author of two books about the Central Intelligence Agency (CIA) and a book about the American public debate about abortion.']", Diane Roark was wrongly suspected of leaking information to a New York Times reporter who has co-written books about the Central Intelligence Agency (CIA).,Central Intelligence Agency,1.0,0.7076652756467768,0.670072069936051
Who writes poetry such as Glaring Through Oblivion as well as leading the heavy metal band System Of A Down?,"['Glaring Through Oblivion is a 2011 book of poetry written by Serj Tankian, the Armenian-American lead singer of the band System of a Down. It is his second book of poetry, after ""Cool Gardens"" (2002).System of a Down, sometimes shortened to System and abbreviated as SOAD, is an Armenian-American heavy metal band from Glendale, California, formed in 1994.']"," Serj Tankian, the lead singer of System of a Down, writes poetry such as ""Glaring Through Oblivion"".",Serj Tankian,1.0,0.7758787554274619,0.7269794543290227
"Which institute is this American football coach currently serving as head coach, who led 2013 Boise State Broncos football team?","[' The Broncos were led by eighth year head coach Chris Petersen and played their home games at Bronco Stadium.Christopher Scott Petersen (born October 13, 1964) is an American football coach who is currently the head coach at the University of Washington.']"," The American football coach currently serving as head coach at the University of Washington, who led the 2013 Boise State Broncos football team, is Christopher Scott Petersen.",University of Washington,0.5,0.5901295537581382,0.8311685801411365
Are Shenandoah Valley Regional Airport and Santa Barbara Municipal Airport both in the United States?,"['Shenandoah Valley Regional Airport (IATA: SHD, ICAO: KSHD, FAA LID: SHD) is a public airport located 10 nautical miles (12 mi, 19 km) northeast of the central business district of Staunton, a city in Augusta County, Virginia, United States.Santa Barbara Municipal Airport (IATA: SBA, ICAO: KSBA, FAA LID: SBA) is a public airport 7 mi west of downtown Santa Barbara, California, United States.']"," Yes, both Shenandoah Valley Regional Airport and Santa Barbara Municipal Airport are located in the United States.",yes,1.0,0.9732723709436626,0.7576851330915455
What album did a Danish-born Montenegrin singer born in 1971 release in late spring 2008?,"['KosaÄ\x8di (English translation: Mowers) is the fifth studio album by Montenegrin singer Boban RajoviÄ‡. It was released in late spring 2008.Boban RajoviÄ‡ (] , born 25 December 1971) is a Danish-born Montenegrin singer popular in former Yugoslavia.']"," The Danish-born Montenegrin singer who was born in 1971 released the album ""KosaÄi"" in late spring 2008.",KosaÄi,1.0,0.8854877947451634,0.8680120510252304
Terry Pratchett's The Colour of Magic starred which star of Only Fools and Horses?,"[' The fantasy film was produced for Sky1 by The Mob, a small British studio, starring David Jason, Sean Astin, Tim Curry and Christopher Lee as the voice of Death.Sir David John White, {\'1\': "", \'2\': "", \'3\': "", \'4\': ""} (born 2 February 1940), better known by his stage name David Jason, is an English actor and comedian. He is perhaps best known for his portrayals of Derek ""Del Boy"" Trotter in the BBC comedy series ""Only Fools and Horses"", and Detective Inspector Jack Frost in the ITV crime drama ""A Touch of Frost"".']"," David Jason, who played Derek ""Del Boy"" Trotter in Only Fools and Horses, starred in Terry Pratchett's The Colour of Magic.",Sir David John White,1.0,0.86396846719874,0.8026199737278334
Which  British politician from Northern Ireland who is a Democratic Unionist Party Member of Parliament for East Antrim represents the constituency known as East Antrim?,"['East Antrim is a constituency represented in the House of Commons of the UK Parliament since 2005 by Sammy Wilson, a member of the Democratic Unionist Party.Samuel Wilson (born 4 April 1953) is a British politician from Northern Ireland who is a Democratic Unionist Party (DUP) Member of Parliament (MP) for East Antrim.']"," Samuel Wilson, a British politician from Northern Ireland, represents the constituency known as East Antrim.",Sammy Wilson,1.0,0.8829584411399973,0.3278652372848939
"A Suitable Girl is an upcoming novel by Vikram Seth, which is a sequel to his 1993 book ""A Suitable Boy"", Vikram Seth ( born June 20, 1952) is an Indian novelist and what ?","['A Suitable Girl is an upcoming novel by Vikram Seth, which is a sequel to his 1993 book ""A Suitable Boy"".Vikram Seth {\'1\': "", \'2\': "", \'3\': \'CBE\', \'4\': ""} ( ; born June 20, 1952) is an Indian novelist and poet.']", Vikram Seth is also an Indian poet.,poet,1.0,0.5257551978232664,0.61750591546625
"Cohousing is a community designed around a shared space, an example being SÃ¦ttedammen in which country?",['SÃ¦ttedammen is a Cohousing community in Denmark.Cohousing is an intentional community of private homes clustered around shared space.'], Denmark (SÃ¦ttedammen is located in Denmark),Denmark,1.0,0.30123297046527325,0.7904011949336394
What is the name of the 3 Michelin Star Restaurant that is located in the second largest hotel in the United States?,"['JoÃ«l Robuchon is the signature, flagship French gourmet restaurant of French chef and restaurateur JoÃ«l Robuchon. The restaurant, located at the MGM Grand Las Vegas in Las Vegas, Nevada, has been rated 3 stars by the Michelin Guide, 5-stars by Forbes Travel Guide, and has been ranked by Wine Spectator and Travel and Leisure to be among the finest restaurants in the world. It is also the third-largest hotel complex in the world by number of rooms and second-largest hotel resort complex in the United States behind the combined The Venetian and The Palazzo.']"," The 3-Michelin Star Restaurant located in the second largest hotel resort complex in the United States (by number of rooms) is JoÃ«l Robuchon, which is situated at the MGM Grand Las Vegas.",JoÃ«l Robuchon,0.6666666666666666,0.8132154883266328,0.710491877136793
The former 10th congressional district of Minnesota is now currently represented by whom in the US House of Representatives?,"[' It generally consisted of the current 3rd and 6th districts and the southern portion of the 8th district. Republican Erik Paulsen currently represents the district in the U.S. House of Representatives, having been elected in 2008.']"," I don't have real-time data, so I can't provide the current representative for the 10th congressional district of Minnesota. You should check the latest election results or official government sources for that information.",Erik Paulsen,0.2,0.0,0.2584426935748751
The 2017 Supercheap Auto Bathurst 1000 will be held at the racing track with what two official names?,"['The 2017 Supercheap Auto Bathurst 1000 will be a motor racing event for Supercars, held on the weekend of 5 to 8 October 2017. It is situated on a hill with the dual official names of Mount Panorama and Wahluu and is best known as the home of the Bathurst 1000 motor race held each October, and the Bathurst 12 Hour event held each February.']", The 2017 Supercheap Auto Bathurst 1000 will be held at Mount Panorama (also known as Wahluu).,Mount Panorama and Wahluu,1.0,0.8706134165539089,0.9239682872477594
Are both the AÅŸiyan Museum and Sultan Ahmed Mosque located in Istanbul?,"['AÅŸiyan Museum (Turkish: ""AÅŸiyan MÃ¼zesi"" ) is the house of famous Turkish poet Tevfik Fikret (1867-1915) at AÅŸiyan neighborhood of BeÅŸiktaÅŸ district in Istanbul.The Sultan Ahmed Mosque or Sultan Ahmet Mosque (Turkish: ""Sultan Ahmet Camii"" ) is a historic mosque located in Istanbul, Turkey.']"," Yes, both the AÅŸiyan Museum and Sultan Ahmed Mosque are located in Istanbul.",yes,1.0,0.9127697201891852,0.7773722061521463
"Who was the drummer for the recording of ""The Man Who Sold the World"" released in the US in 1970?","[' A more rock-oriented version than the earlier album cut, this rendition marked guitarist Mick Ronson\'s and drummer Mick Woodmansey\'s studio debut with Bowie\'s band, bringing together the line-up that would shortly record ""The Man Who Sold the World"".""The Man Who Sold the World"" is a song written and performed by David Bowie. It is the title track of his third album, which was released in the US in November 1970 and in the UK in April 1971.']"," Mick Woodmansey was the drummer for the recording of ""The Man Who Sold the World"" released in the US in 1970.",Mick Woodmansey,1.0,0.9999999999999395,0.5217879121380911
"Leigh Silverman was nominated for the 2014 Tony Award, Best Direction for a musical based on which short story ?","['Leigh Silverman is an American director for the stage, both Off-Broadway and on Broadway. She was nominated for the 2014 Tony Award, Best Direction of a Musical for the musical ""Violet"" and the 2008 Drama Desk Award, Outstanding Director of a Play for the play ""From Up Here"".Violet is a musical with music by Jeanine Tesori and libretto by Brian Crawley based on the short story ""The Ugliest Pilgrim"" by Doris Betts.']"," The short story ""Violet"" is based on ""The Ugliest Pilgrim"" by Doris Betts.",The Ugliest Pilgrim,1.0,0.2241306868836499,0.9118447072247298
"In what year was the English actor that starred with David Hemmings and Douglas Wilmer in ""Unman, Wittering and Zigo"" born?","['Unman, Wittering and Zigo is a 1971 British thriller film directed by John Mackenzie and starring David Hemmings, Douglas Wilmer and Tony Haygarth.George Anthony David Haygarth (4 February 1945 â€“ 10 March 2017) was an English television, film and theatre actor.']", George Anthony David Haygarth was born in 1945.,1945,0.5,0.4707376515260793,0.5962165154560578
Who directed the 2013 slasher film that Alexandra Daddario starred in?,"[' She starred in the films ""Texas Chainsaw 3D"" and ""Hall Pass"", and has guest starred on series including ""White Collar"", ""It\'s Always Sunny in Philadelphia"", ""True Detective"" and ""American Horror Story"".Texas Chainsaw (promoted as Texas Chainsaw 3D) is a 2013 American slasher film directed by John Luessenhop, with a screenplay by Adam Marcus, Debra Sullivan and Kirsten Elms and a story by Stephen Susco, Marcus and Sullivan.']"," I don't have information on which specific 2013 slasher film Alexandra Daddario starred in. Therefore, I can't identify who its director was.",John Luessenhop,1.0,0.0,0.4110147342801298
"When did the company that produced ""Six Gates Far Away Mon Colle Knight"" begin?","['Group SNE is a Japanese company founded in 1986 by the current president Hitoshi Yasuda, which produces role-playing games, light novels, board games and card games. Ryo Mizuno was one of the founding members. Moreover, there are several anime adaptations based upon Group SNE\'s products such as ""Legend of Crystania, Mon Colle Knights and Rune Soldier.Mon Colle Knights, known as Six Gates Far Away Mon Colle Knight (Japanese: å…\xadé–€å¤©å¤–ãƒ¢ãƒ³ã‚³ãƒ¬ãƒŠã‚¤ãƒˆ , Hepburn: Rokumon Tengai Mon Kore Naito ) in Japan, is an anime and manga series.']"," The company that produced ""Six Gates Far Away Mon Colle Knight,"" Group SNE, began in 1986.",in 1986,1.0,0.9985616925472822,0.8201680430424427
Where does this Argentine sports club currently compete that Augusto Solari currently is a professional footballer for?,"[""Augusto Solari (born 3 January 1992 in Rosario) is an Argentine professional footballer who plays for Estudiantes, on loan from River Plate, as a midfielder.Club Estudiantes de La Plata (] ), simply referred to as Estudiantes ] , is an Argentine sports club based in La Plata. The club's football team currently competes in the Primera DivisiÃ³n, where it has spent most of its history.""]", The Argentine sports club where Augusto Solari currently competes is Estudiantes de La Plata.,Primera DivisiÃ³n,1.0,0.9456924764468922,0.666286749474904
"who voiced the  cartoon character in the animated television series which , Pablo Aurrecochea wears kits adorned with its cartoon characters","[' He is usually known for wearing kits adorned with cartoon characters such as Tom and Jerry, Krusty the Clown, The Incredible Hulk, and others.Herschel Shmoikel Pinchas Yerucham Krustofsky, better known as Krusty the Clown (sometimes spelled as Krusty the Klown), is a cartoon character in the animated television series ""The Simpsons"". He is voiced by Dan Castellaneta.']"," Krusty the Clown, a character from ""The Simpsons,"" is voiced by Dan Castellaneta.",Dan Castellaneta,1.0,0.35069289797692327,0.46765583994357085
"Arlette Roxburgh is best known for singing a national anthem whose lyrics come from what poem, before every New Jersey Devils home game?","[' She is best known for singing The Star-Spangled Banner before every New Jersey Devils home game started.""The Star-Spangled Banner"" is the national anthem of the United States of America. The lyrics come from ""Defence of Fort M\'Henry"", a poem written on September 14, 1814, by the 35-year-old lawyer and amateur poet Francis Scott Key after witnessing the bombardment of Fort McHenry by British ships of the Royal Navy in Baltimore Harbor during the Battle of Baltimore in the War of 1812.']"," Arlette Roxburgh is best known for singing the national anthem of the United States, whose lyrics come from the poem ""The Star-Spangled Banner.""",Defence of Fort M'Henry,0.6666666666666666,0.5537935006378748,0.6679217937440376
A Mars crater is named after the successor of who?,"[' It is 84.5 km in diameter and was named after Edmond Halley, and the name was approved in 1973. He was the second Astronomer Royal in Britain, succeeding John Flamsteed.']", I don't have information about specific Martian craters and their naming conventions. It would be best to consult a reliable source for that information.,John Flamsteed,0.75,0.0,0.3670457816513757
What is the country whose capital and largest city is the birth place of this American musician and record producer Tomo MiliÄeviÄ‡?,"['Tomislav ""Tomo"" MiliÄ\x8deviÄ‡ (] ; born September 3, 1979) is an American musician and record producer best known as the lead guitarist of rock band Thirty Seconds to Mars. Born in Sarajevo but raised in the United States, MiliÄ\x8deviÄ‡ moved to Troy, Michigan in the early 1980s, where he became active in the local heavy metal scene and played in a number of bands, co-founding Morphic.Sarajevo (Cyrillic: Ð¡Ð°Ñ€Ð°Ñ˜ÐµÐ²Ð¾ , ] , ) is the capital and largest city of Bosnia and Herzegovina, with a population of 275,524 in its current administrative limits.']", Bosnia and Herzegovina,Bosnia and Herzegovina,1.0,0.5645219092136552,1.0
"Which is the progenitor of the dingo, the Indian pariah dog or the Anglo-FranÃ§ais de Petite VÃ©nerie?","['The Indian pariah dog (""Canis lupus familiaris"") is the aboriginal landrace, or naturally selected dog, of the Indian sub-continent. The breed is proposed by one author to be one of the oldest in the world and the progenitor of the Australian dingo.The Anglo-FranÃ§ais de Petite VÃ©nerie is a medium-sized breed of dog used in hunting as a scenthound, usually in packs.']", I don't have information about the origin of the dingo in this context.,Indian pariah dog,0.0,0.0,0.5403668500277038
What American luxury jewelry and specialty retailer did Jean Michel Schlumberger work at?,"[""Jean Michel Schlumberger (June 24, 1907 â€“ August 29, 1987) was a French jewelry designer especially well known for his work at Tiffany & Co.Tiffany & Company (known colloquially as Tiffany or Tiffany's) is an American luxury jewelry and specialty retailer, headquartered in New York City.""]", Jean Michel Schlumberger did not work at an American luxury jewelry and specialty retailer. He was a designer for Tiffany & Co.,Tiffany & Company,0.6666666666666666,0.8281225540984635,0.4870877998117571
What country are K. R. Kaushik and Narendra Modi from? ,"['K. R. Kaushik (born September 29, 1948) is the Director General of Police (Anti-corruption bureau) of the state of Gujarat in western India.Narendra Damodardas Modi (] , born 17 September 1950) is an Indian politician who is the 14th and current Prime Minister of India, in office since May 2014.']", India,India,1.0,0.5019939749107406,1.0
"Which was around longer in 2010, Miss Universe or Miss PerÃº?","['Miss PerÃº 2010, the 58th Miss PerÃº pageant was held at the on May 22, 2010.Miss Universe 2010, the 59th Miss Universe pageant, was held on 23 August 2010 at Mandalay Bay Events Center in Las Vegas, Nevada, USA.']", Miss Peru was around longer in 2010.,Miss Universe,0.0,0.0,0.5934528736722535
What is the name of the widow of the earl who served as both Foreign Secretary and Prime Minster from 1955 to 1957?,"['Anne Clarissa Eden, Dowager Countess of Avon (""nÃ©e"" Spencer-Churchill; born 28 June 1920) is the widow of Anthony Eden, 1st Earl of Avon (1897â€“1977), who was British Prime Minister from 1955 to 1957.Robert Anthony Eden, 1st Earl of Avon, (12 June 1897 â€“ 14 January 1977) was a British Conservative politician who served three periods as Foreign Secretary and then a relatively brief term as Prime Minister of the United Kingdom from 1955 to 1957.']"," Anne Clarissa Eden, Dowager Countess of Avon (nÃ©e Spencer-Churchill)",Anne Clarissa Eden,1.0,0.4225222935867385,0.9453023821001055
"""From Eden"" is a number 2 song from the Irish Singles Chart that came from what album that was released on September 19th?","['""From Eden"" is a song written and performed by Irish musician Hozier. It was released as the second single from his debut studio album ""Hozier"" (2014). ""From Eden"" peaked at number two on the Irish Singles Chart and has also charted in Belgium.Hozier is the eponymous debut studio album from Irish musician Hozier. The album was released on 19 September 2014 through Island Records and Rubyworks Records. The album contains some tracks from Hozier\'s previous two EPs, ""Take Me to Church"" and ""From Eden"".']"," ""From Eden"" is a track from Hozier's debut studio album, ""Hozier,"" which was released on September 19, 2014.",Hozier,1.0,0.7078477865205484,0.62898058939034
Who is this retired American politician who was a U. S. representative of Oklahoma's 2nd Congressional District whom Oklahoma politician Jim Wilson ran against during the July 27 Democratic primary?,"["" He ran unsuccessfully against Democratic Incumbent US Rep. Dan Boren in Oklahoma's 2nd Congressional District in the July 27 Democratic primary.Daniel David Boren (born August 2, 1973) is a retired American politician, who served as the U.S. Representative for Oklahoma 's 2 congressional district from 2005 to 2013.""]"," I don't have information about specific individuals or political events in my context. To answer your question, you would need to analyze additional data or sources that provide details about the individuals involved in the given context.",Dan Boren,0.0,0.0,0.7499874056617672
Frederic de Hoffmann assisted which Hungarian-American physicist in the development of the hydrogen bomb?,"[' Upon graduating, de Hoffmann was sent to Los Alamos National Laboratory where he assisted Edward Teller in the development of the Hydrogen bomb.Edward Teller (Hungarian: ""Teller Ede"" ; January 15, 1908 â€“ September 9, 2003) was a Hungarian-American theoretical physicist who was born in Hungary, and is known colloquially as ""the father of the hydrogen bomb"", although he claimed he did not care for the title.']", Frederic de Hoffmann assisted Edward Teller in the development of the Hydrogen bomb.,Edward Teller,1.0,0.5695578335947796,0.6316121210433746
In which films does Disha Patani who starred in M.S. Dhoni: The Untold Story appear?,"['M.S. Dhoni: The Untold Story is a 2016 Indian biographical sports film written and directed by Neeraj Pandey. The film stars Sushant Singh Rajput as Dhoni, along with Disha Patani, Kiara Advani, and Anupam Kher.Disha Patani is an Indian film actress and model who appears in Hindi and Telugu films.']"," Disha Patani appears in M.S. Dhoni: The Untold Story, Hindi and Telugu films.",Hindi and Telugu films,0.5,0.8120247187247877,0.44189558631120707
"Johanna Veenstra (1894â€“1933) was the first missionary of the Christian Reformed Church (CRC) to go to Nigeria,   was an ocean liner designed by Leonard Peskett and built by Swan, Hunter & Wigham Richardson for the British Cunard Line, on October 2, 1919, she left New York City on the RMS Mauretania, was an ocean liner designed by Leonard Peskett, and built by Swan, Hunter & Wigham Richardson, for which organization?","[' On October 2, 1919, she left New York City on the ""Mauretania"" for England; on December 31, 1919, she took another ship to Africa, arriving in Lagos in January 1920.RMS ""Mauretania"" was an ocean liner designed by Leonard Peskett and built by Swan, Hunter & Wigham Richardson for the British Cunard Line, and launched on the afternoon of 20 September 1906.']", The RMS Mauretania was built for the British Cunard Line.,British Cunard Line,1.0,0.44639455987050475,0.463537627796954
Were Serguei Kouchnerov and Arvid E. Gillstrom both in the same industry?,"['Serguei Kouchnerov (born 22 June 1960 in Rahachow, Belarusian SSR) - artist, animator, director, story artist and screenwriter.Arvid E. Gillstrom (13 August 1889 â€“ 21 May 1935), was a Swedish film director and screenwriter.']"," No, Serguei Kouchnerov and Arvid E. Gillstrom were not in the same industry. The former is an artist, animator, director, story artist, and screenwriter in the animation and film industry, while the latter was a film director and screenwriter in the film industry.",yes,0.8,0.9937039069730051,0.46750208605962623
